,Five_grams,Frequency
19172,"('N_NNP', 'N_NN', 'V_VM_VNF', 'N_NN', 'RP_INTF')",1
19173,"('V_VM_VNF', 'N_NN', 'RP_INTF', 'N_NN', 'JJ')",1
19174,"('N_NN', 'RP_INTF', 'N_NN', 'JJ', 'N_NN')",1
19175,"('RP_INTF', 'N_NN', 'JJ', 'N_NN', 'V_VM_VNG')",1
19176,"('N_NN', 'N_NN', 'RB', 'N_NN', 'RP_RPD')",1
19177,"('RB', 'N_NN', 'RP_RPD', 'RD_PUNC', 'N_NN')",1
19178,"('PR_PRP', 'N_NN', 'RD_PUNC', 'N_NN', 'N_NNP')",1
19179,"('RD_PUNC', 'N_NN', 'N_NNP', 'RD_PUNC', 'CC_CCS')",1
19180,"('N_NN', 'N_NNP', 'RD_PUNC', 'CC_CCS', 'RD_PUNC')",1
19181,"('N_NNP', 'RD_PUNC', 'CC_CCS', 'RD_PUNC', 'PR_PRP')",1
19182,"('RD_PUNC', 'CC_CCS', 'RD_PUNC', 'PR_PRP', 'N_NN')",1
19183,"('CC_CCS', 'RD_PUNC', 'PR_PRP', 'N_NN', 'V_VM_VINF')",1
19184,"('N_NN', 'N_NNP', 'N_NN', 'RD_PUNC', 'CC_CCS')",1
19185,"('N_NNP', 'N_NN', 'RD_PUNC', 'CC_CCS', 'RD_PUNC')",1
19186,"('N_NN', 'RD_PUNC', 'CC_CCS', 'RD_PUNC', 'PR_PRP')",1
19187,"('RD_PUNC', 'CC_CCS', 'RD_PUNC', 'PR_PRP', 'N_NNP')",1
19188,"('CC_CCS', 'RD_PUNC', 'PR_PRP', 'N_NNP', 'N_NN')",1
19189,"('RD_PUNC', 'PR_PRP', 'N_NNP', 'N_NN', 'QT_QTF')",1
19190,"('PR_PRP', 'N_NNP', 'N_NN', 'QT_QTF', 'RB')",1
19191,"('N_NNP', 'N_NN', 'QT_QTF', 'RB', 'V_VM_VF')",1
19192,"('DM_DMD', 'RB', 'RP_RPD', 'RP_RPD', 'RD_PUNC')",1
19193,"('RB', 'RP_RPD', 'RP_RPD', 'RD_PUNC', 'PR_PRP')",1
19194,"('RP_RPD', 'RP_RPD', 'RD_PUNC', 'PR_PRP', 'QT_QTC')",1
19195,"('RP_RPD', 'RD_PUNC', 'PR_PRP', 'QT_QTC', 'RD_PUNC')",1
19196,"('RD_PUNC', 'PR_PRP', 'QT_QTC', 'RD_PUNC', 'PR_PRP')",1
19197,"('PR_PRP', 'QT_QTC', 'RD_PUNC', 'PR_PRP', 'N_NN')",1
19198,"('N_NNP', 'N_NNP', 'RD_PUNC', 'CC_CCD', 'RD_PUNC')",1
19199,"('N_NNP', 'RD_PUNC', 'CC_CCD', 'RD_PUNC', 'RD_PUNC')",1
19200,"('N_NNP', 'N_NNP', 'N_NN', 'RD_PUNC', 'CC_CCD')",1
19201,"('N_NNP', 'N_NN', 'RD_PUNC', 'CC_CCD', 'RD_PUNC')",1
19202,"('RD_PUNC', 'CC_CCD', 'RD_PUNC', 'RD_PUNC', 'N_NNP')",1
19203,"('CC_CCD', 'RD_PUNC', 'RD_PUNC', 'N_NNP', 'N_NN')",1
19204,"('V_VM_VNF', 'RD_PUNC', 'PR_PRP', 'RB', 'RB')",1
19205,"('RD_PUNC', 'PR_PRP', 'RB', 'RB', 'V_VM_VF')",1
19206,"('V_VM_VNF', 'RD_PUNC', 'DM_DMD', 'N_NN', 'PSP')",1
19207,"('RD_PUNC', 'DM_DMD', 'N_NN', 'PSP', 'PR_PRP')",1
19208,"('N_NN', 'PSP', 'PR_PRP', 'N_NN', 'DM_DMQ')",1
19209,"('PSP', 'PR_PRP', 'N_NN', 'DM_DMQ', 'V_VM_VF')",1
19210,"('N_NN', 'N_NNP', 'N_NNP', 'RD_PUNC', 'V_VM_VNF')",1
19211,"('N_NNP', 'N_NNP', 'RD_PUNC', 'V_VM_VNF', 'RD_PUNC')",1
19212,"('RD_PUNC', 'DM_DMD', 'N_NN', 'PR_PRP', 'N_NN')",1
19213,"('PR_PRP', 'RD_PUNC', 'N_NN', 'N_NNP', 'CC_CCD')",1
19214,"('RD_PUNC', 'N_NN', 'N_NNP', 'CC_CCD', 'PR_PRP')",1
19215,"('N_NN', 'N_NNP', 'CC_CCD', 'PR_PRP', 'N_NN')",1
19216,"('N_NNP', 'CC_CCD', 'PR_PRP', 'N_NN', 'CC_CCS_UT')",1
19217,"('CC_CCD', 'PR_PRP', 'N_NN', 'CC_CCS_UT', 'V_VM_VF')",1
19218,"('N_NN', 'N_NN', 'RD_PUNC', 'PR_PRP', 'DM_DMQ')",1
19219,"('N_NN', 'RD_PUNC', 'PR_PRP', 'DM_DMQ', 'N_NN')",1
19220,"('RD_PUNC', 'PR_PRP', 'DM_DMQ', 'N_NN', 'RD_SYM')",1
19221,"('PR_PRP', 'DM_DMQ', 'N_NN', 'RD_SYM', 'PR_PRP')",1
19222,"('N_NN', 'RD_SYM', 'PR_PRP', 'N_NN', 'DM_DMQ')",1
19223,"('RD_SYM', 'PR_PRP', 'N_NN', 'DM_DMQ', 'RD_SYM')",1
19224,"('PR_PRP', 'N_NN', 'DM_DMQ', 'RD_SYM', 'V_VM_VNF')",1
19225,"('N_NN', 'DM_DMQ', 'RD_SYM', 'V_VM_VNF', 'N_NN')",1
19226,"('DM_DMQ', 'RD_SYM', 'V_VM_VNF', 'N_NN', 'RP_RPD')",1
19227,"('RD_SYM', 'V_VM_VNF', 'N_NN', 'RP_RPD', 'V_VM_VINF')",1
19228,"('V_VM_VNF', 'N_NN', 'RP_RPD', 'V_VM_VINF', 'N_NN')",1
19229,"('N_NN', 'RP_RPD', 'V_VM_VINF', 'N_NN', 'V_VM_VF')",1
19230,"('RP_RPD', 'V_VM_VINF', 'N_NN', 'V_VM_VF', 'RD_PUNC')",1
19231,"('N_NN', 'RD_PUNC', 'DM_DMD', 'N_NN', 'N_NNP')",1
19232,"('DM_DMD', 'N_NN', 'N_NNP', 'N_NN', 'V_VM_VF')",1
19233,"('RD_SYM', 'N_NN', 'N_NN', 'RP_RPD', 'PR_PRP')",1
19234,"('RP_RPD', 'PR_PRP', 'N_NN', 'V_VM_VINF', 'N_NN')",1
19235,"('JJ', 'N_NN', 'N_NN', 'RD_PUNC', 'CC_CCS')",1
19236,"('N_NN', 'N_NN', 'RD_PUNC', 'CC_CCS', 'N_NNP')",1
19237,"('N_NN', 'RD_PUNC', 'CC_CCS', 'N_NNP', 'N_NN')",1
19238,"('RD_PUNC', 'CC_CCS', 'N_NNP', 'N_NN', 'N_NN')",1
19239,"('CC_CCS', 'N_NNP', 'N_NN', 'N_NN', 'V_VM_VINF')",1
19240,"('V_VM_VNF', 'RD_PUNC', 'PR_PRP', 'N_NN', 'RP_RPD')",1
19241,"('RD_PUNC', 'PR_PRP', 'N_NN', 'RP_RPD', 'V_VM_VNF')",1
19242,"('N_NN', 'PSP', 'PR_PRP', 'N_NN', 'RP_RPD')",1
19243,"('PR_PRP', 'N_NN', 'RP_RPD', 'V_VM_VNF', 'V_VAUX')",1
19244,"('CC_CCD', 'RD_PUNC', 'V_VM_VINF', 'N_NNP', 'N_NN')",1
19245,"('RD_PUNC', 'V_VM_VINF', 'N_NNP', 'N_NN', 'N_NN')",1
19246,"('V_VM_VINF', 'N_NNP', 'N_NN', 'N_NN', 'RP_RPD')",1
19247,"('N_NNP', 'N_NN', 'N_NN', 'RP_RPD', 'N_NN')",1
19248,"('RP_RPD', 'N_NN', 'RD_PUNC', 'N_NN', 'RP_RPD')",1
19249,"('DM_DMR', 'N_NN', 'N_NNP', 'N_NN', 'V_VM_VNF')",1
19250,"('N_NNP', 'N_NN', 'N_NN', 'V_VM_VINF', 'JJ')",1
19251,"('V_VM_VINF', 'JJ', 'N_NN', 'N_NN', 'RP_RPD')",1
19252,"('RB', 'V_VM_VNF', 'V_VM_VNF', 'RD_PUNC', 'CC_CCD')",1
19253,"('V_VM_VNF', 'V_VM_VNF', 'RD_PUNC', 'CC_CCD', 'DM_DMR')",1
19254,"('V_VM_VNF', 'RD_PUNC', 'CC_CCD', 'DM_DMR', 'N_NN')",1
19255,"('RD_PUNC', 'CC_CCD', 'DM_DMR', 'N_NN', 'RP_RPD')",1
19256,"('CC_CCD', 'DM_DMR', 'N_NN', 'RP_RPD', 'V_VM_VINF')",1
19257,"('DM_DMR', 'N_NN', 'RP_RPD', 'V_VM_VINF', 'PR_PRP')",1
19258,"('N_NN', 'RP_RPD', 'V_VM_VINF', 'PR_PRP', 'PR_PRP')",1
19259,"('RP_RPD', 'V_VM_VINF', 'PR_PRP', 'PR_PRP', 'RD_PUNC')",1
19260,"('V_VM_VINF', 'PR_PRP', 'PR_PRP', 'RD_PUNC', 'QT_QTC')",1
19261,"('PR_PRP', 'PR_PRP', 'RD_PUNC', 'QT_QTC', 'RD_PUNC')",1
19262,"('PR_PRP', 'RD_PUNC', 'QT_QTC', 'RD_PUNC', 'N_NN')",1
19263,"('N_NNP', 'N_NN', 'JJ', 'N_NN', 'DM_DMQ')",1
19264,"('N_NN', 'JJ', 'N_NN', 'DM_DMQ', 'RP_RPD')",1
19265,"('JJ', 'N_NN', 'DM_DMQ', 'RP_RPD', 'RD_SYM')",1
19266,"('N_NN', 'DM_DMQ', 'RP_RPD', 'RD_SYM', 'N_NN')",1
19267,"('DM_DMQ', 'RP_RPD', 'RD_SYM', 'N_NN', 'N_NN')",1
19268,"('RP_RPD', 'RD_SYM', 'N_NN', 'N_NN', 'N_NN')",1
19269,"('RB', 'V_VM_VNF', 'N_NN', 'DM_DMQ', 'RP_RPD')",1
19270,"('V_VM_VNF', 'N_NN', 'DM_DMQ', 'RP_RPD', 'RD_SYM')",1
19271,"('N_NN', 'DM_DMQ', 'RP_RPD', 'RD_SYM', 'RD_PUNC')",1
19272,"('DM_DMQ', 'RP_RPD', 'RD_SYM', 'RD_PUNC', 'N_NN')",1
19273,"('RP_RPD', 'RD_SYM', 'RD_PUNC', 'N_NN', 'N_NN')",1
19274,"('N_NN', 'N_NN', 'N_NN', 'V_VM_VNG', 'DM_DMQ')",1
19275,"('N_NN', 'N_NN', 'V_VM_VNG', 'DM_DMQ', 'V_VM_VF')",1
19276,"('N_NN', 'V_VM_VNG', 'DM_DMQ', 'V_VM_VF', 'RD_PUNC')",1
19277,"('CC_CCD', 'RD_PUNC', 'JJ', 'N_NN', 'V_VM_VNF')",1
19278,"('CC_CCD', 'RD_PUNC', 'V_VM_VINF', 'N_NN', 'QT_QTC')",1
19279,"('RD_PUNC', 'V_VM_VINF', 'N_NN', 'QT_QTC', 'RP_CL')",1
19280,"('V_VM_VINF', 'N_NN', 'QT_QTC', 'RP_CL', 'PR_PRP')",1
19281,"('N_NN', 'QT_QTC', 'RP_CL', 'PR_PRP', 'RD_PUNC')",1
19282,"('QT_QTC', 'RP_CL', 'PR_PRP', 'RD_PUNC', 'N_NN')",1
19283,"('RP_CL', 'PR_PRP', 'RD_PUNC', 'N_NN', 'V_VM_VNF')",1
19284,"('V_VM_VNF', 'RD_PUNC', 'V_VM_VNF', 'RD_PUNC', 'RB')",1
19285,"('V_VM_VNF', 'RD_PUNC', 'RB', 'N_NN', 'JJ')",1
19286,"('RD_PUNC', 'RB', 'N_NN', 'JJ', 'RD_PUNC')",1
19287,"('RB', 'N_NN', 'JJ', 'RD_PUNC', 'N_NN')",1
19288,"('RD_PUNC', 'V_VM_VNF', 'CC_CCD', 'RD_PUNC', 'DM_DMD')",1
19289,"('V_VM_VNF', 'CC_CCD', 'RD_PUNC', 'DM_DMD', 'N_NN')",1
19290,"('N_NN', 'V_VM_VNF', 'DM_DMR', 'RD_PUNC', 'V_VM_VINF')",1
19291,"('V_VM_VNF', 'DM_DMR', 'RD_PUNC', 'V_VM_VINF', 'RD_PUNC')",1
19292,"('DM_DMR', 'RD_PUNC', 'V_VM_VINF', 'RD_PUNC', 'N_NN')",1
19293,"('RD_PUNC', 'V_VM_VINF', 'RD_PUNC', 'N_NN', 'PR_PRP')",1
19294,"('RD_PUNC', 'N_NN', 'PR_PRP', 'N_NN', 'RP_INTF')",1
19295,"('N_NN', 'PR_PRP', 'N_NN', 'RP_INTF', 'V_VM_VF')",1
19296,"('N_NN', 'V_VM_VNF', 'RD_PUNC', 'PR_PRP', 'RP_INTF')",1
19297,"('V_VM_VNF', 'RD_PUNC', 'PR_PRP', 'RP_INTF', 'RB')",1
19298,"('RD_PUNC', 'PR_PRP', 'RP_INTF', 'RB', 'V_VM_VNF')",1
19299,"('PR_PRP', 'RP_INTF', 'RB', 'V_VM_VNF', 'N_NN')",1
19300,"('RP_INTF', 'RB', 'V_VM_VNF', 'N_NN', 'RP_INTF')",1
19301,"('RB', 'V_VM_VNF', 'N_NN', 'RP_INTF', 'V_VM_VF')",1
19302,"('RP_RPD', 'PR_PRP', 'N_NN', 'N_NN', 'PR_PRP')",1
19303,"('PR_PRP', 'N_NN', 'V_VM_VNF', 'DM_DMQ', 'V_VM_VF')",1
19304,"('DM_DMR', 'N_NN', 'V_VM_VINF', 'N_NN', 'V_VM_VF')",1
19305,"('N_NN', 'N_NN', 'DM_DMQ', 'V_VM_VNF', 'RP_RPD')",1
19306,"('N_NN', 'DM_DMQ', 'V_VM_VNF', 'RP_RPD', 'N_NN')",1
19307,"('DM_DMQ', 'V_VM_VNF', 'RP_RPD', 'N_NN', 'RP_RPD')",1
19308,"('RP_RPD', 'N_NN', 'RP_RPD', 'PR_PRP', 'V_VM_VF')",1
19309,"('N_NN', 'PR_PRP', 'N_NN', 'V_VM_VNF', 'DM_DMR')",1
19310,"('PR_PRP', 'N_NN', 'V_VM_VNF', 'DM_DMR', 'N_NN')",1
19311,"('V_VM_VNF', 'V_VAUX', 'N_NN', 'V_VM_VNG', 'PSP')",1
19312,"('V_VAUX', 'N_NN', 'V_VM_VNG', 'PSP', 'V_VM_VNF')",1
19313,"('N_NN', 'V_VM_VNG', 'PSP', 'V_VM_VNF', 'RP_RPD')",1
19314,"('V_VM_VNG', 'PSP', 'V_VM_VNF', 'RP_RPD', 'RD_PUNC')",1
19315,"('RD_PUNC', 'N_NN', 'RD_PUNC', 'PSP', 'QT_QTC')",1
19316,"('N_NN', 'RD_PUNC', 'PSP', 'QT_QTC', 'N_NN')",1
19317,"('RB', 'N_NST', 'N_NN', 'RD_PUNC', 'N_NN')",1
19318,"('RD_PUNC', 'N_NN', 'RD_PUNC', 'RP_RPD', 'N_NN')",1
19319,"('N_NN', 'RD_PUNC', 'RP_RPD', 'N_NN', 'RP_RPD')",1
19320,"('RD_PUNC', 'RP_RPD', 'N_NN', 'RP_RPD', 'RD_PUNC')",1
19321,"('RP_RPD', 'N_NN', 'RP_RPD', 'RD_PUNC', 'CC_CCS')",1
19322,"('N_NN', 'RP_RPD', 'RD_PUNC', 'CC_CCS', 'N_NN')",1
19323,"('RP_RPD', 'RD_PUNC', 'CC_CCS', 'N_NN', 'N_NN')",1
19324,"('RB', 'V_VM_VNF', 'N_NN', 'RP_RPD', 'RD_PUNC')",1
19325,"('V_VM_VNF', 'N_NN', 'RP_RPD', 'RD_PUNC', 'RD_PUNC')",1
19326,"('N_NN', 'RP_RPD', 'RD_PUNC', 'RD_PUNC', 'N_NN')",1
19327,"('RD_PUNC', 'RB', 'V_VM_VNF', 'N_NN', 'V_VM_VF')",1
19328,"('RD_PUNC', 'V_VM_VNF', 'N_NN', 'RP_RPD', 'V_VM_VNF')",1
19329,"('RP_RPD', 'V_VM_VNF', 'RD_PUNC', 'N_NN', 'QT_QTC')",1
19330,"('N_NN', 'QT_QTC', 'V_VM_VNF', 'RB', 'RP_RPD')",1
19331,"('QT_QTC', 'V_VM_VNF', 'RB', 'RP_RPD', 'RD_PUNC')",1
19332,"('RB', 'RP_RPD', 'RD_PUNC', 'N_NN', 'N_NN')",1
19333,"('N_NNP', 'RD_PUNC', 'CC_CCD', 'RD_PUNC', 'N_NN')",1
19334,"('RD_PUNC', 'CC_CCD', 'RD_PUNC', 'N_NN', 'PR_PRP')",1
19335,"('N_NN', 'PR_PRP', 'N_NN', 'RD_PUNC', 'RB')",1
19336,"('PR_PRP', 'N_NN', 'RD_PUNC', 'RB', 'PSP')",1
19337,"('N_NN', 'RD_PUNC', 'RB', 'PSP', 'V_VM_VF')",1
19338,"('RD_PUNC', 'RB', 'PSP', 'V_VM_VF', 'RD_PUNC')",1
19339,"('DM_DMR', 'V_VM_VINF', 'N_NN', 'RD_PUNC', 'N_NN')",1
19340,"('RD_PUNC', 'PR_PRP', 'JJ', 'RB', 'V_VM_VNF')",1
19341,"('PR_PRP', 'JJ', 'RB', 'V_VM_VNF', 'PR_PRP')",1
19342,"('JJ', 'RB', 'V_VM_VNF', 'PR_PRP', 'JJ')",1
19343,"('RB', 'V_VM_VNF', 'PR_PRP', 'JJ', 'RB')",1
19344,"('PR_PRP', 'JJ', 'RB', 'V_VM_VNF', 'V_VM_VF')",1
19345,"('N_NN', 'PR_PRP', 'RB', 'V_VM_VNF', 'V_VM_VNF')",1
19346,"('PR_PRP', 'RB', 'V_VM_VNF', 'V_VM_VNF', 'RD_SYM')",1
19347,"('RB', 'V_VM_VNF', 'V_VM_VNF', 'RD_SYM', 'DM_DMQ')",1
19348,"('V_VM_VNF', 'V_VM_VNF', 'RD_SYM', 'DM_DMQ', 'N_NN')",1
19349,"('V_VM_VNF', 'RD_SYM', 'DM_DMQ', 'N_NN', 'N_NN')",1
19350,"('RD_SYM', 'DM_DMQ', 'N_NN', 'N_NN', 'V_VM_VNF')",1
19351,"('DM_DMD', 'N_NN', 'V_VM_VNF', 'V_VM_VNF', 'RD_SYM')",1
19352,"('RD_PUNC', 'N_NN', 'RP_RPD', 'RD_PUNC', 'N_NN')",1
19353,"('RP_RPD', 'RD_PUNC', 'N_NN', 'V_VM_VNF', 'PR_PRP')",1
19354,"('RB', 'V_VM_VNF', 'N_NN', 'QT_QTC', 'QT_QTC')",1
19355,"('V_VM_VNF', 'N_NN', 'QT_QTC', 'QT_QTC', 'RD_PUNC')",1
19356,"('N_NN', 'RD_SYM', 'RD_PUNC', 'N_NNP', 'N_NN')",1
19357,"('RD_SYM', 'RD_PUNC', 'N_NNP', 'N_NN', 'RD_PUNC')",1
19358,"('N_NN', 'RB', 'RD_PUNC', 'PR_PRP', 'PSP')",1
19359,"('RB', 'RD_PUNC', 'PR_PRP', 'PSP', 'DM_DMQ')",1
19360,"('RD_PUNC', 'PR_PRP', 'PSP', 'DM_DMQ', 'N_NN')",1
19361,"('PR_PRP', 'PSP', 'DM_DMQ', 'N_NN', 'V_VM_VNF')",1
19362,"('DM_DMQ', 'N_NN', 'V_VM_VNF', 'PR_PRP', 'RB')",1
19363,"('PR_PRP', 'RB', 'V_VM_VNF', 'RD_PUNC', 'DM_DMD')",1
19364,"('V_VM_VNF', 'RD_PUNC', 'DM_DMD', 'N_NN', 'CC_CCD')",1
19365,"('CC_CCD', 'N_NN', 'V_VM_VNF', 'RD_PUNC', 'JJ')",1
19366,"('N_NN', 'RP_RPD', 'V_VM_VNF', 'RD_PUNC', 'QT_QTF')",1
19367,"('V_VM_VNF', 'RD_PUNC', 'QT_QTF', 'N_NN', 'RB')",1
19368,"('N_NN', 'JJ', 'N_NN', 'RD_PUNC', 'RB')",1
19369,"('JJ', 'N_NN', 'RD_PUNC', 'RB', 'V_VM_VNF')",1
19370,"('RB', 'V_VM_VNF', 'N_NN', 'RD_PUNC', 'RP_INTF')",1
19371,"('V_VM_VNF', 'N_NN', 'RD_PUNC', 'RP_INTF', 'V_VM_VF')",1
19372,"('N_NN', 'RD_PUNC', 'RP_INTF', 'V_VM_VF', 'RD_PUNC')",1
19373,"('PR_PRP', 'RD_PUNC', 'N_NST', 'V_VM_VINF', 'N_NN')",1
19374,"('RD_PUNC', 'N_NST', 'V_VM_VINF', 'N_NN', 'V_VM_VINF')",1
19375,"('PR_PRP', 'QT_QTC', 'N_NN', 'V_VM_VNF', 'PR_PRP')",1
19376,"('RD_PUNC', 'PR_PRP', 'V_VM_VNF', 'PR_PRP', 'RB')",1
19377,"('DM_DMQ', 'RP_RPD', 'RD_PUNC', 'DM_DMD', 'N_NN')",1
19378,"('RP_RPD', 'RD_PUNC', 'DM_DMD', 'N_NN', 'RD_SYM')",1
19379,"('RD_PUNC', 'DM_DMD', 'N_NN', 'RD_SYM', 'N_NN')",1
19380,"('N_NN', 'RD_SYM', 'PR_PRP', 'N_NN', 'N_NST')",1
19381,"('RD_SYM', 'PR_PRP', 'N_NN', 'N_NST', 'N_NN')",1
19382,"('PR_PRP', 'N_NN', 'N_NST', 'N_NN', 'V_VM_VF')",1
19383,"('RB', 'V_VM_VNG', 'PSP', 'PR_PRP', 'RD_PUNC')",1
19384,"('V_VM_VNG', 'PSP', 'PR_PRP', 'RD_PUNC', 'N_NN')",1
19385,"('PSP', 'PR_PRP', 'RD_PUNC', 'N_NN', 'N_NN')",1
19386,"('PR_PRP', 'RD_PUNC', 'N_NN', 'N_NN', 'PR_PRP')",1
19387,"('N_NN', 'N_NST', 'V_VM_VNF', 'RD_PUNC', 'DM_DMD')",1
19388,"('CC_CCD', 'PR_PRP', 'RP_RPD', 'PR_PRP', 'N_NN')",1
19389,"('DM_DMR', 'N_NN', 'V_VM_VNF', 'RD_PUNC', 'DM_DMQ')",1
19390,"('V_VM_VNF', 'RD_PUNC', 'DM_DMQ', 'RP_RPD', 'N_NN')",1
19391,"('RD_PUNC', 'DM_DMQ', 'RP_RPD', 'N_NN', 'V_VM_VNF')",1
19392,"('DM_DMQ', 'RP_RPD', 'N_NN', 'V_VM_VNF', 'RD_SYM')",1
19393,"('RP_RPD', 'N_NN', 'V_VM_VNF', 'RD_SYM', 'PR_PRP')",1
19394,"('PR_PRP', 'N_NN', 'RD_PUNC', 'N_NN', 'RD_SYM')",1
19395,"('N_NN', 'RD_PUNC', 'N_NN', 'RD_SYM', 'RD_PUNC')",1
19396,"('RD_PUNC', 'N_NN', 'RD_SYM', 'RD_PUNC', 'DM_DMR')",1
19397,"('N_NN', 'RD_SYM', 'RD_PUNC', 'DM_DMR', 'N_NN')",1
19398,"('RD_SYM', 'RD_PUNC', 'DM_DMR', 'N_NN', 'QT_QTF')",1
19399,"('RD_PUNC', 'DM_DMR', 'N_NN', 'QT_QTF', 'V_VM_VNF')",1
19400,"('DM_DMR', 'N_NN', 'QT_QTF', 'V_VM_VNF', 'DM_DMQ')",1
19401,"('N_NN', 'QT_QTF', 'V_VM_VNF', 'DM_DMQ', 'N_NN')",1
19402,"('QT_QTF', 'V_VM_VNF', 'DM_DMQ', 'N_NN', 'QT_QTC')",1
19403,"('V_VM_VNF', 'DM_DMQ', 'N_NN', 'QT_QTC', 'RD_PUNC')",1
19404,"('DM_DMQ', 'N_NN', 'QT_QTC', 'RD_PUNC', 'V_VM_VNF')",1
19405,"('QT_QTC', 'RD_PUNC', 'V_VM_VNF', 'RD_PUNC', 'RD_PUNC')",1
19406,"('RD_PUNC', 'N_NN', 'RD_PUNC', 'PSP', 'N_NNP')",1
19407,"('PSP', 'N_NNP', 'N_NN', 'N_NN', 'PR_PRP')",1
19408,"('N_NNP', 'N_NN', 'N_NN', 'PR_PRP', 'RD_PUNC')",1
19409,"('PR_PRP', 'RD_PUNC', 'DM_DMD', 'N_NN', 'V_VM_VNF')",1
19410,"('DM_DMD', 'N_NN', 'V_VM_VNF', 'N_NN', 'DM_DMQ')",1
19411,"('N_NN', 'PSP', 'N_NN', 'RP_RPD', 'PR_PRP')",1
19412,"('PSP', 'N_NN', 'RP_RPD', 'PR_PRP', 'N_NN')",1
19413,"('N_NN', 'RP_RPD', 'PR_PRP', 'N_NN', 'PSP')",1
19414,"('RP_RPD', 'PR_PRP', 'N_NN', 'PSP', 'V_VM_VNF')",1
19415,"('N_NN', 'PSP', 'V_VM_VNF', 'PR_PRP', 'V_VM_VF')",1
19416,"('DM_DMQ', 'RP_RPD', 'RD_PUNC', 'PR_PRP', 'V_VM_VINF')",1
19417,"('RP_RPD', 'RD_PUNC', 'PR_PRP', 'V_VM_VINF', 'QT_QTC')",1
19418,"('RD_PUNC', 'PR_PRP', 'V_VM_VINF', 'QT_QTC', 'N_NN')",1
19419,"('PR_PRP', 'V_VM_VINF', 'QT_QTC', 'N_NN', 'RD_PUNC')",1
19420,"('V_VM_VINF', 'QT_QTC', 'N_NN', 'RD_PUNC', 'DM_DMD')",1
19421,"('N_NN', 'RD_PUNC', 'DM_DMD', 'N_NN', 'QT_QTC')",1
19422,"('RD_PUNC', 'DM_DMD', 'N_NN', 'QT_QTC', 'N_NN')",1
19423,"('DM_DMD', 'N_NN', 'QT_QTC', 'N_NN', 'PR_PRP')",1
19424,"('N_NN', 'QT_QTC', 'N_NN', 'PR_PRP', 'RB')",1
19425,"('QT_QTC', 'N_NN', 'PR_PRP', 'RB', 'V_VM_VF')",1
19426,"('N_NN', 'V_VM_VNF', 'RD_PUNC', 'CC_CCS_UT', 'DM_DMD')",1
19427,"('V_VM_VNF', 'RD_PUNC', 'CC_CCS_UT', 'DM_DMD', 'N_NN')",1
19428,"('RD_PUNC', 'CC_CCS_UT', 'DM_DMD', 'N_NN', 'CC_CCD')",1
19429,"('CC_CCS_UT', 'DM_DMD', 'N_NN', 'CC_CCD', 'PR_PRP')",1
19430,"('DM_DMD', 'N_NN', 'CC_CCD', 'PR_PRP', 'N_NN')",1
19431,"('N_NN', 'CC_CCD', 'PR_PRP', 'N_NN', 'DM_DMQ')",1
19432,"('CC_CCD', 'PR_PRP', 'N_NN', 'DM_DMQ', 'RD_PUNC')",1
19433,"('N_NN', 'V_VM_VNF', 'V_VM_VNF', 'PR_PRP', 'RD_PUNC')",1
19434,"('V_VM_VNF', 'V_VM_VNF', 'PR_PRP', 'RD_PUNC', 'N_NNP')",1
19435,"('V_VM_VNF', 'PR_PRP', 'RD_PUNC', 'N_NNP', 'RP_RPD')",1
19436,"('PR_PRP', 'RD_PUNC', 'N_NNP', 'RP_RPD', 'DM_DMD')",1
19437,"('RD_PUNC', 'N_NNP', 'RP_RPD', 'DM_DMD', 'N_NN')",1
19438,"('N_NNP', 'RP_RPD', 'DM_DMD', 'N_NN', 'PSP')",1
19439,"('RP_RPD', 'DM_DMD', 'N_NN', 'PSP', 'V_VM_VNF')",1
19440,"('DM_DMD', 'N_NN', 'JJ', 'N_NN', 'V_VM_VNF')",1
19441,"('JJ', 'N_NN', 'V_VM_VNF', 'RD_PUNC', 'CC_CCD')",1
19442,"('N_NN', 'V_VM_VNF', 'RD_PUNC', 'CC_CCD', 'DM_DMD')",1
19443,"('V_VM_VNF', 'RD_PUNC', 'CC_CCD', 'DM_DMD', 'N_NN')",1
19444,"('RD_PUNC', 'CC_CCD', 'DM_DMD', 'N_NN', 'N_NN')",1
19445,"('RP_RPD', 'PR_PRP', 'N_NN', 'V_VM_VNF', 'DM_DMD')",1
19446,"('V_VM_VNF', 'DM_DMD', 'N_NN', 'V_VM_VNF', 'V_VAUX')",1
19447,"('N_NNP', 'N_NN', 'N_NN', 'QT_QTF', 'RD_PUNC')",1
19448,"('DM_DMQ', 'RP_RPD', 'PR_PRP', 'RD_PUNC', 'DM_DMD')",1
19449,"('RP_RPD', 'PR_PRP', 'RD_PUNC', 'DM_DMD', 'N_NN')",1
19450,"('PR_PRP', 'N_NN', 'N_NST', 'V_VM_VNG', 'PSP')",1
19451,"('N_NN', 'N_NST', 'V_VM_VNG', 'PSP', 'RD_PUNC')",1
19452,"('N_NST', 'V_VM_VNG', 'PSP', 'RD_PUNC', 'PR_PRP')",1
19453,"('V_VM_VNG', 'PSP', 'RD_PUNC', 'PR_PRP', 'PR_PRP')",1
19454,"('N_NN', 'RD_PUNC', 'PSP', 'V_VM_VINF', 'DM_DMR')",1
